,interest,fy,unemployment,inflation
4767,8.35,1988,5.4,4.08
4768,8.35,1988,5.6,4.08
4769,8.35,1988,5.4,4.08
4770,8.35,1988,5.4,4.08
4771,8.35,1988,5.6,4.08
4772,8.35,1988,5.4,4.08
4773,8.35,1988,5.7,4.08
4774,8.35,1988,5.7,4.08
4775,8.35,1988,5.7,4.08
4776,8.3,1988,5.3,4.08
4777,8.3,1988,5.3,4.08
4778,8.3,1988,5.4,4.08
4779,8.3,1988,5.4,4.08
4780,8.3,1988,5.6,4.08
4781,8.3,1988,5.4,4.08
4782,8.3,1988,5.4,4.08
4783,8.3,1988,5.6,4.08
4784,8.3,1988,5.4,4.08
4785,8.3,1988,5.7,4.08
4786,8.3,1988,5.7,4.08
4787,8.3,1988,5.7,4.08
4788,8.19,1988,5.3,4.08
4789,8.19,1988,5.3,4.08
4790,8.19,1988,5.4,4.08
4791,8.19,1988,5.4,4.08
4792,8.19,1988,5.6,4.08
4793,8.19,1988,5.4,4.08
4794,8.19,1988,5.4,4.08
4795,8.19,1988,5.6,4.08
4796,8.19,1988,5.4,4.08
4797,8.19,1988,5.7,4.08
4798,8.19,1988,5.7,4.08
4799,8.19,1988,5.7,4.08
4800,8.01,1988,5.3,4.08
4801,8.01,1988,5.3,4.08
4802,8.01,1988,5.4,4.08
4803,8.01,1988,5.4,4.08
4804,8.01,1988,5.6,4.08
4805,8.01,1988,5.4,4.08
4806,8.01,1988,5.4,4.08
4807,8.01,1988,5.6,4.08
4808,8.01,1988,5.4,4.08
4809,8.01,1988,5.7,4.08
4810,8.01,1988,5.7,4.08
4811,8.01,1988,5.7,4.08
4812,7.75,1988,5.3,4.08
4813,7.75,1988,5.3,4.08
4814,7.75,1988,5.4,4.08
4815,7.75,1988,5.4,4.08
4816,7.75,1988,5.6,4.08
4817,7.75,1988,5.4,4.08
4818,7.75,1988,5.4,4.08
4819,7.75,1988,5.6,4.08
4820,7.75,1988,5.4,4.08
4821,7.75,1988,5.7,4.08
4822,7.75,1988,5.7,4.08
4823,7.75,1988,5.7,4.08
4824,7.51,1988,5.3,4.08
4825,7.51,1988,5.3,4.08
4826,7.51,1988,5.4,4.08
4827,7.51,1988,5.4,4.08
4828,7.51,1988,5.6,4.08
4829,7.51,1988,5.4,4.08
4830,7.51,1988,5.4,4.08
4831,7.51,1988,5.6,4.08
4832,7.51,1988,5.4,4.08
4833,7.51,1988,5.7,4.08
4834,7.51,1988,5.7,4.08
4835,7.51,1988,5.7,4.08
4836,7.09,1988,5.3,4.08
4837,7.09,1988,5.3,4.08
4838,7.09,1988,5.4,4.08
4839,7.09,1988,5.4,4.08
4840,7.09,1988,5.6,4.08
4841,7.09,1988,5.4,4.08
4842,7.09,1988,5.4,4.08
4843,7.09,1988,5.6,4.08
4844,7.09,1988,5.4,4.08
4845,7.09,1988,5.7,4.08
4846,7.09,1988,5.7,4.08
4847,7.09,1988,5.7,4.08
4848,6.87,1988,5.3,4.08
4849,6.87,1988,5.3,4.08
4850,6.87,1988,5.4,4.08
4851,6.87,1988,5.4,4.08
4852,6.87,1988,5.6,4.08
4853,6.87,1988,5.4,4.08
4854,6.87,1988,5.4,4.08
4855,6.87,1988,5.6,4.08
4856,6.87,1988,5.4,4.08
4857,6.87,1988,5.7,4.08
4858,6.87,1988,5.7,4.08
4859,6.87,1988,5.7,4.08
4860,6.58,1988,5.3,4.08
4861,6.58,1988,5.3,4.08
4862,6.58,1988,5.4,4.08
4863,6.58,1988,5.4,4.08
4864,6.58,1988,5.6,4.08
4865,6.58,1988,5.4,4.08
4866,6.58,1988,5.4,4.08
4867,6.58,1988,5.6,4.08
4868,6.58,1988,5.4,4.08
4869,6.58,1988,5.7,4.08
4870,6.58,1988,5.7,4.08
4871,6.58,1988,5.7,4.08
4872,6.58,1988,5.3,4.08
4873,6.58,1988,5.3,4.08
4874,6.58,1988,5.4,4.08
4875,6.58,1988,5.4,4.08
4876,6.58,1988,5.6,4.08
4877,6.58,1988,5.4,4.08
4878,6.58,1988,5.4,4.08
4879,6.58,1988,5.6,4.08
4880,6.58,1988,5.4,4.08
4881,6.58,1988,5.7,4.08
4882,6.58,1988,5.7,4.08
4883,6.58,1988,5.7,4.08
4884,6.83,1988,5.3,4.08
4885,6.83,1988,5.3,4.08
4886,6.83,1988,5.4,4.08
4887,6.83,1988,5.4,4.08
4888,6.83,1988,5.6,4.08
4889,6.83,1988,5.4,4.08
4890,6.83,1988,5.4,4.08
4891,6.83,1988,5.6,4.08
4892,6.83,1988,5.4,4.08
4893,6.83,1988,5.7,4.08
4894,6.83,1988,5.7,4.08
4895,6.83,1988,5.7,4.08
4896,6.77,1987,5.7,3.66
4897,6.77,1987,5.8,3.66
4898,6.77,1987,6.0,3.66
4899,6.77,1987,5.9,3.66
4900,6.77,1987,6.0,3.66
4901,6.77,1987,6.1,3.66
4902,6.77,1987,6.2,3.66
4903,6.77,1987,6.3,3.66
4904,6.77,1987,6.3,3.66
4905,6.77,1987,6.6,3.66
4906,6.77,1987,6.6,3.66
4907,6.77,1987,6.6,3.66
4908,6.69,1987,5.7,3.66
4909,6.69,1987,5.8,3.66
4910,6.69,1987,6.0,3.66
4911,6.69,1987,5.9,3.66
4912,6.69,1987,6.0,3.66
4913,6.69,1987,6.1,3.66
4914,6.69,1987,6.2,3.66
4915,6.69,1987,6.3,3.66
4916,6.69,1987,6.3,3.66
4917,6.69,1987,6.6,3.66
4918,6.69,1987,6.6,3.66
4919,6.69,1987,6.6,3.66
4920,7.29,1987,5.7,3.66
4921,7.29,1987,5.8,3.66
4922,7.29,1987,6.0,3.66
4923,7.29,1987,5.9,3.66
4924,7.29,1987,6.0,3.66
4925,7.29,1987,6.1,3.66
4926,7.29,1987,6.2,3.66
4927,7.29,1987,6.3,3.66
4928,7.29,1987,6.3,3.66
4929,7.29,1987,6.6,3.66
4930,7.29,1987,6.6,3.66
4931,7.29,1987,6.6,3.66
4932,7.22,1987,5.7,3.66
4933,7.22,1987,5.8,3.66
4934,7.22,1987,6.0,3.66
4935,7.22,1987,5.9,3.66
4936,7.22,1987,6.0,3.66
4937,7.22,1987,6.1,3.66
4938,7.22,1987,6.2,3.66
4939,7.22,1987,6.3,3.66
4940,7.22,1987,6.3,3.66
4941,7.22,1987,6.6,3.66
4942,7.22,1987,6.6,3.66
4943,7.22,1987,6.6,3.66
4944,6.73,1987,5.7,3.66
4945,6.73,1987,5.8,3.66
4946,6.73,1987,6.0,3.66
4947,6.73,1987,5.9,3.66
4948,6.73,1987,6.0,3.66
4949,6.73,1987,6.1,3.66
4950,6.73,1987,6.2,3.66
4951,6.73,1987,6.3,3.66
4952,6.73,1987,6.3,3.66
4953,6.73,1987,6.6,3.66
4954,6.73,1987,6.6,3.66
4955,6.73,1987,6.6,3.66
4956,6.58,1987,5.7,3.66
4957,6.58,1987,5.8,3.66
4958,6.58,1987,6.0,3.66
4959,6.58,1987,5.9,3.66
4960,6.58,1987,6.0,3.66
4961,6.58,1987,6.1,3.66
4962,6.58,1987,6.2,3.66
4963,6.58,1987,6.3,3.66
4964,6.58,1987,6.3,3.66
4965,6.58,1987,6.6,3.66
4966,6.58,1987,6.6,3.66
4967,6.58,1987,6.6,3.66
4968,6.73,1987,5.7,3.66
4969,6.73,1987,5.8,3.66
4970,6.73,1987,6.0,3.66
4971,6.73,1987,5.9,3.66
4972,6.73,1987,6.0,3.66
4973,6.73,1987,6.1,3.66
4974,6.73,1987,6.2,3.66
4975,6.73,1987,6.3,3.66
4976,6.73,1987,6.3,3.66
4977,6.73,1987,6.6,3.66
4978,6.73,1987,6.6,3.66
4979,6.73,1987,6.6,3.66
4980,6.85,1987,5.7,3.66
4981,6.85,1987,5.8,3.66
4982,6.85,1987,6.0,3.66
4983,6.85,1987,5.9,3.66
4984,6.85,1987,6.0,3.66
4985,6.85,1987,6.1,3.66
4986,6.85,1987,6.2,3.66
4987,6.85,1987,6.3,3.66
4988,6.85,1987,6.3,3.66
4989,6.85,1987,6.6,3.66
4990,6.85,1987,6.6,3.66
4991,6.85,1987,6.6,3.66
4992,6.37,1987,5.7,3.66
4993,6.37,1987,5.8,3.66
4994,6.37,1987,6.0,3.66
4995,6.37,1987,5.9,3.66
4996,6.37,1987,6.0,3.66
4997,6.37,1987,6.1,3.66
4998,6.37,1987,6.2,3.66
4999,6.37,1987,6.3,3.66
5000,6.37,1987,6.3,3.66
5001,6.37,1987,6.6,3.66
5002,6.37,1987,6.6,3.66
5003,6.37,1987,6.6,3.66
5004,6.13,1987,5.7,3.66
5005,6.13,1987,5.8,3.66
5006,6.13,1987,6.0,3.66
5007,6.13,1987,5.9,3.66
5008,6.13,1987,6.0,3.66
5009,6.13,1987,6.1,3.66
5010,6.13,1987,6.2,3.66
5011,6.13,1987,6.3,3.66
5012,6.13,1987,6.3,3.66
5013,6.13,1987,6.6,3.66
5014,6.13,1987,6.6,3.66
5015,6.13,1987,6.6,3.66
5016,6.1,1987,5.7,3.66
5017,6.1,1987,5.8,3.66
5018,6.1,1987,6.0,3.66
5019,6.1,1987,5.9,3.66
5020,6.1,1987,6.0,3.66
5021,6.1,1987,6.1,3.66
5022,6.1,1987,6.2,3.66
5023,6.1,1987,6.3,3.66
5024,6.1,1987,6.3,3.66
5025,6.1,1987,6.6,3.66
5026,6.1,1987,6.6,3.66
5027,6.1,1987,6.6,3.66
5028,6.43,1987,5.7,3.66
5029,6.43,1987,5.8,3.66
5030,6.43,1987,6.0,3.66
5031,6.43,1987,5.9,3.66
5032,6.43,1987,6.0,3.66
5033,6.43,1987,6.1,3.66
5034,6.43,1987,6.2,3.66
5035,6.43,1987,6.3,3.66
5036,6.43,1987,6.3,3.66
5037,6.43,1987,6.6,3.66
5038,6.43,1987,6.6,3.66
5039,6.43,1987,6.6,3.66
5040,6.91,1986,6.6,1.9
5041,6.91,1986,6.9,1.9
5042,6.91,1986,7.0,1.9
5043,6.91,1986,7.0,1.9
5044,6.91,1986,6.9,1.9
5045,6.91,1986,7.0,1.9
5046,6.91,1986,7.2,1.9
5047,6.91,1986,7.2,1.9
5048,6.91,1986,7.1,1.9
5049,6.91,1986,7.2,1.9
5050,6.91,1986,7.2,1.9
5051,6.91,1986,6.7,1.9
5052,6.04,1986,6.6,1.9
5053,6.04,1986,6.9,1.9
5054,6.04,1986,7.0,1.9
5055,6.04,1986,7.0,1.9
5056,6.04,1986,6.9,1.9
5057,6.04,1986,7.0,1.9
5058,6.04,1986,7.2,1.9
5059,6.04,1986,7.2,1.9
5060,6.04,1986,7.1,1.9
5061,6.04,1986,7.2,1.9
5062,6.04,1986,7.2,1.9
5063,6.04,1986,6.7,1.9
5064,5.85,1986,6.6,1.9
5065,5.85,1986,6.9,1.9
5066,5.85,1986,7.0,1.9
5067,5.85,1986,7.0,1.9
5068,5.85,1986,6.9,1.9
5069,5.85,1986,7.0,1.9
5070,5.85,1986,7.2,1.9
5071,5.85,1986,7.2,1.9
5072,5.85,1986,7.1,1.9
5073,5.85,1986,7.2,1.9
5074,5.85,1986,7.2,1.9
5075,5.85,1986,6.7,1.9
5076,5.89,1986,6.6,1.9
5077,5.89,1986,6.9,1.9
5078,5.89,1986,7.0,1.9
5079,5.89,1986,7.0,1.9
5080,5.89,1986,6.9,1.9
5081,5.89,1986,7.0,1.9
5082,5.89,1986,7.2,1.9
5083,5.89,1986,7.2,1.9
5084,5.89,1986,7.1,1.9
5085,5.89,1986,7.2,1.9
5086,5.89,1986,7.2,1.9
5087,5.89,1986,6.7,1.9
5088,6.17,1986,6.6,1.9
5089,6.17,1986,6.9,1.9
5090,6.17,1986,7.0,1.9
5091,6.17,1986,7.0,1.9
5092,6.17,1986,6.9,1.9
5093,6.17,1986,7.0,1.9
5094,6.17,1986,7.2,1.9
5095,6.17,1986,7.2,1.9
5096,6.17,1986,7.1,1.9
5097,6.17,1986,7.2,1.9
5098,6.17,1986,7.2,1.9
5099,6.17,1986,6.7,1.9
5100,6.56,1986,6.6,1.9
5101,6.56,1986,6.9,1.9
5102,6.56,1986,7.0,1.9
5103,6.56,1986,7.0,1.9
5104,6.56,1986,6.9,1.9
5105,6.56,1986,7.0,1.9
5106,6.56,1986,7.2,1.9
5107,6.56,1986,7.2,1.9
5108,6.56,1986,7.1,1.9
5109,6.56,1986,7.2,1.9
5110,6.56,1986,7.2,1.9
5111,6.56,1986,6.7,1.9
5112,6.92,1986,6.6,1.9
5113,6.92,1986,6.9,1.9
5114,6.92,1986,7.0,1.9
5115,6.92,1986,7.0,1.9
5116,6.92,1986,6.9,1.9
5117,6.92,1986,7.0,1.9
5118,6.92,1986,7.2,1.9
5119,6.92,1986,7.2,1.9
5120,6.92,1986,7.1,1.9
5121,6.92,1986,7.2,1.9
5122,6.92,1986,7.2,1.9
5123,6.92,1986,6.7,1.9
5124,6.85,1986,6.6,1.9
5125,6.85,1986,6.9,1.9
5126,6.85,1986,7.0,1.9
5127,6.85,1986,7.0,1.9
5128,6.85,1986,6.9,1.9
5129,6.85,1986,7.0,1.9
5130,6.85,1986,7.2,1.9
5131,6.85,1986,7.2,1.9
5132,6.85,1986,7.1,1.9
5133,6.85,1986,7.2,1.9
5134,6.85,1986,7.2,1.9
5135,6.85,1986,6.7,1.9
5136,6.99,1986,6.6,1.9
5137,6.99,1986,6.9,1.9
5138,6.99,1986,7.0,1.9
5139,6.99,1986,7.0,1.9
5140,6.99,1986,6.9,1.9
5141,6.99,1986,7.0,1.9
5142,6.99,1986,7.2,1.9
5143,6.99,1986,7.2,1.9
5144,6.99,1986,7.1,1.9
5145,6.99,1986,7.2,1.9
5146,6.99,1986,7.2,1.9
5147,6.99,1986,6.7,1.9
5148,7.48,1986,6.6,1.9
5149,7.48,1986,6.9,1.9
5150,7.48,1986,7.0,1.9
5151,7.48,1986,7.0,1.9
5152,7.48,1986,6.9,1.9
5153,7.48,1986,7.0,1.9
5154,7.48,1986,7.2,1.9
5155,7.48,1986,7.2,1.9
5156,7.48,1986,7.1,1.9
5157,7.48,1986,7.2,1.9
5158,7.48,1986,7.2,1.9
5159,7.48,1986,6.7,1.9
5160,7.86,1986,6.6,1.9
5161,7.86,1986,6.9,1.9
5162,7.86,1986,7.0,1.9
5163,7.86,1986,7.0,1.9
5164,7.86,1986,6.9,1.9
5165,7.86,1986,7.0,1.9
5166,7.86,1986,7.2,1.9
5167,7.86,1986,7.2,1.9
5168,7.86,1986,7.1,1.9
5169,7.86,1986,7.2,1.9
5170,7.86,1986,7.2,1.9
5171,7.86,1986,6.7,1.9
5172,8.14,1986,6.6,1.9
5173,8.14,1986,6.9,1.9
5174,8.14,1986,7.0,1.9
5175,8.14,1986,7.0,1.9
5176,8.14,1986,6.9,1.9
5177,8.14,1986,7.0,1.9
5178,8.14,1986,7.2,1.9
5179,8.14,1986,7.2,1.9
5180,8.14,1986,7.1,1.9
5181,8.14,1986,7.2,1.9
5182,8.14,1986,7.2,1.9
5183,8.14,1986,6.7,1.9
5184,8.27,1985,7.0,3.55
5185,8.27,1985,7.0,3.55
5186,8.27,1985,7.1,3.55
5187,8.27,1985,7.1,3.55
5188,8.27,1985,7.1,3.55
5189,8.27,1985,7.4,3.55
5190,8.27,1985,7.4,3.55
5191,8.27,1985,7.2,3.55
5192,8.27,1985,7.3,3.55
5193,8.27,1985,7.2,3.55
5194,8.27,1985,7.2,3.55
5195,8.27,1985,7.3,3.55
5196,8.05,1985,7.0,3.55
5197,8.05,1985,7.0,3.55
5198,8.05,1985,7.1,3.55
5199,8.05,1985,7.1,3.55
5200,8.05,1985,7.1,3.55
5201,8.05,1985,7.4,3.55
5202,8.05,1985,7.4,3.55
5203,8.05,1985,7.2,3.55
5204,8.05,1985,7.3,3.55
5205,8.05,1985,7.2,3.55
5206,8.05,1985,7.2,3.55
5207,8.05,1985,7.3,3.55
5208,7.99,1985,7.0,3.55
5209,7.99,1985,7.0,3.55
5210,7.99,1985,7.1,3.55
5211,7.99,1985,7.1,3.55
5212,7.99,1985,7.1,3.55
5213,7.99,1985,7.4,3.55
5214,7.99,1985,7.4,3.55
5215,7.99,1985,7.2,3.55
5216,7.99,1985,7.3,3.55
5217,7.99,1985,7.2,3.55
5218,7.99,1985,7.2,3.55
5219,7.99,1985,7.3,3.55
5220,7.92,1985,7.0,3.55
5221,7.92,1985,7.0,3.55
5222,7.92,1985,7.1,3.55
5223,7.92,1985,7.1,3.55
5224,7.92,1985,7.1,3.55
5225,7.92,1985,7.4,3.55
5226,7.92,1985,7.4,3.55
5227,7.92,1985,7.2,3.55
5228,7.92,1985,7.3,3.55
5229,7.92,1985,7.2,3.55
5230,7.92,1985,7.2,3.55
5231,7.92,1985,7.3,3.55
5232,7.9,1985,7.0,3.55
5233,7.9,1985,7.0,3.55
5234,7.9,1985,7.1,3.55
5235,7.9,1985,7.1,3.55
5236,7.9,1985,7.1,3.55
5237,7.9,1985,7.4,3.55
5238,7.9,1985,7.4,3.55
5239,7.9,1985,7.2,3.55
5240,7.9,1985,7.3,3.55
5241,7.9,1985,7.2,3.55
5242,7.9,1985,7.2,3.55
5243,7.9,1985,7.3,3.55
5244,7.88,1985,7.0,3.55
5245,7.88,1985,7.0,3.55
5246,7.88,1985,7.1,3.55
5247,7.88,1985,7.1,3.55
5248,7.88,1985,7.1,3.55
5249,7.88,1985,7.4,3.55
5250,7.88,1985,7.4,3.55
5251,7.88,1985,7.2,3.55
5252,7.88,1985,7.3,3.55
5253,7.88,1985,7.2,3.55
5254,7.88,1985,7.2,3.55
5255,7.88,1985,7.3,3.55
5256,7.53,1985,7.0,3.55
5257,7.53,1985,7.0,3.55
5258,7.53,1985,7.1,3.55
5259,7.53,1985,7.1,3.55
5260,7.53,1985,7.1,3.55
5261,7.53,1985,7.4,3.55
5262,7.53,1985,7.4,3.55
5263,7.53,1985,7.2,3.55
5264,7.53,1985,7.3,3.55
5265,7.53,1985,7.2,3.55
5266,7.53,1985,7.2,3.55
5267,7.53,1985,7.3,3.55
5268,7.97,1985,7.0,3.55
5269,7.97,1985,7.0,3.55
5270,7.97,1985,7.1,3.55
5271,7.97,1985,7.1,3.55
5272,7.97,1985,7.1,3.55
5273,7.97,1985,7.4,3.55
5274,7.97,1985,7.4,3.55
5275,7.97,1985,7.2,3.55
5276,7.97,1985,7.3,3.55
5277,7.97,1985,7.2,3.55
5278,7.97,1985,7.2,3.55
5279,7.97,1985,7.3,3.55
5280,8.27,1985,7.0,3.55
5281,8.27,1985,7.0,3.55
5282,8.27,1985,7.1,3.55
5283,8.27,1985,7.1,3.55
5284,8.27,1985,7.1,3.55
5285,8.27,1985,7.4,3.55
5286,8.27,1985,7.4,3.55
5287,8.27,1985,7.2,3.55
5288,8.27,1985,7.3,3.55
5289,8.27,1985,7.2,3.55
5290,8.27,1985,7.2,3.55
5291,8.27,1985,7.3,3.55
5292,8.58,1985,7.0,3.55
5293,8.58,1985,7.0,3.55
5294,8.58,1985,7.1,3.55
5295,8.58,1985,7.1,3.55
5296,8.58,1985,7.1,3.55
5297,8.58,1985,7.4,3.55
5298,8.58,1985,7.4,3.55
5299,8.58,1985,7.2,3.55
5300,8.58,1985,7.3,3.55
5301,8.58,1985,7.2,3.55
5302,8.58,1985,7.2,3.55
5303,8.58,1985,7.3,3.55
5304,8.5,1985,7.0,3.55
5305,8.5,1985,7.0,3.55
5306,8.5,1985,7.1,3.55
5307,8.5,1985,7.1,3.55
5308,8.5,1985,7.1,3.55
5309,8.5,1985,7.4,3.55
5310,8.5,1985,7.4,3.55
5311,8.5,1985,7.2,3.55
5312,8.5,1985,7.3,3.55
5313,8.5,1985,7.2,3.55
5314,8.5,1985,7.2,3.55
5315,8.5,1985,7.3,3.55
5316,8.35,1985,7.0,3.55
5317,8.35,1985,7.0,3.55
5318,8.35,1985,7.1,3.55
5319,8.35,1985,7.1,3.55
5320,8.35,1985,7.1,3.55
5321,8.35,1985,7.4,3.55
5322,8.35,1985,7.4,3.55
5323,8.35,1985,7.2,3.55
5324,8.35,1985,7.3,3.55
5325,8.35,1985,7.2,3.55
5326,8.35,1985,7.2,3.55
5327,8.35,1985,7.3,3.55
5328,8.38,1984,7.3,4.3
5329,8.38,1984,7.2,4.3
5330,8.38,1984,7.4,4.3
5331,8.38,1984,7.3,4.3
5332,8.38,1984,7.5,4.3
5333,8.38,1984,7.5,4.3
5334,8.38,1984,7.2,4.3
5335,8.38,1984,7.4,4.3
5336,8.38,1984,7.7,4.3
5337,8.38,1984,7.8,4.3
5338,8.38,1984,7.8,4.3
5339,8.38,1984,8.0,4.3
5340,9.43,1984,7.3,4.3
5341,9.43,1984,7.2,4.3
5342,9.43,1984,7.4,4.3
5343,9.43,1984,7.3,4.3
5344,9.43,1984,7.5,4.3
5345,9.43,1984,7.5,4.3
5346,9.43,1984,7.2,4.3
5347,9.43,1984,7.4,4.3
5348,9.43,1984,7.7,4.3
5349,9.43,1984,7.8,4.3
5350,9.43,1984,7.8,4.3
5351,9.43,1984,8.0,4.3
5352,9.99,1984,7.3,4.3
5353,9.99,1984,7.2,4.3
5354,9.99,1984,7.4,4.3
5355,9.99,1984,7.3,4.3
5356,9.99,1984,7.5,4.3
5357,9.99,1984,7.5,4.3
5358,9.99,1984,7.2,4.3
5359,9.99,1984,7.4,4.3
5360,9.99,1984,7.7,4.3
5361,9.99,1984,7.8,4.3
5362,9.99,1984,7.8,4.3
5363,9.99,1984,8.0,4.3
5364,11.3,1984,7.3,4.3
5365,11.3,1984,7.2,4.3
5366,11.3,1984,7.4,4.3
5367,11.3,1984,7.3,4.3
5368,11.3,1984,7.5,4.3
5369,11.3,1984,7.5,4.3
5370,11.3,1984,7.2,4.3
5371,11.3,1984,7.4,4.3
5372,11.3,1984,7.7,4.3
5373,11.3,1984,7.8,4.3
5374,11.3,1984,7.8,4.3
5375,11.3,1984,8.0,4.3
5376,11.64,1984,7.3,4.3
5377,11.64,1984,7.2,4.3
5378,11.64,1984,7.4,4.3
5379,11.64,1984,7.3,4.3
5380,11.64,1984,7.5,4.3
5381,11.64,1984,7.5,4.3
5382,11.64,1984,7.2,4.3
5383,11.64,1984,7.4,4.3
5384,11.64,1984,7.7,4.3
5385,11.64,1984,7.8,4.3
5386,11.64,1984,7.8,4.3
5387,11.64,1984,8.0,4.3
5388,11.23,1984,7.3,4.3
5389,11.23,1984,7.2,4.3
5390,11.23,1984,7.4,4.3
5391,11.23,1984,7.3,4.3
5392,11.23,1984,7.5,4.3
5393,11.23,1984,7.5,4.3
5394,11.23,1984,7.2,4.3
5395,11.23,1984,7.4,4.3
5396,11.23,1984,7.7,4.3
5397,11.23,1984,7.8,4.3
5398,11.23,1984,7.8,4.3
5399,11.23,1984,8.0,4.3
5400,11.06,1984,7.3,4.3
5401,11.06,1984,7.2,4.3
5402,11.06,1984,7.4,4.3
5403,11.06,1984,7.3,4.3
5404,11.06,1984,7.5,4.3
5405,11.06,1984,7.5,4.3
5406,11.06,1984,7.2,4.3
5407,11.06,1984,7.4,4.3
5408,11.06,1984,7.7,4.3
5409,11.06,1984,7.8,4.3
5410,11.06,1984,7.8,4.3
5411,11.06,1984,8.0,4.3
5412,10.32,1984,7.3,4.3
5413,10.32,1984,7.2,4.3
5414,10.32,1984,7.4,4.3
5415,10.32,1984,7.3,4.3
5416,10.32,1984,7.5,4.3
5417,10.32,1984,7.5,4.3
5418,10.32,1984,7.2,4.3
5419,10.32,1984,7.4,4.3
5420,10.32,1984,7.7,4.3
5421,10.32,1984,7.8,4.3
5422,10.32,1984,7.8,4.3
5423,10.32,1984,8.0,4.3
5424,10.29,1984,7.3,4.3
5425,10.29,1984,7.2,4.3
5426,10.29,1984,7.4,4.3
5427,10.29,1984,7.3,4.3
5428,10.29,1984,7.5,4.3
5429,10.29,1984,7.5,4.3
5430,10.29,1984,7.2,4.3
5431,10.29,1984,7.4,4.3
5432,10.29,1984,7.7,4.3
5433,10.29,1984,7.8,4.3
5434,10.29,1984,7.8,4.3
5435,10.29,1984,8.0,4.3
5436,9.91,1984,7.3,4.3
5437,9.91,1984,7.2,4.3
5438,9.91,1984,7.4,4.3
5439,9.91,1984,7.3,4.3
5440,9.91,1984,7.5,4.3
5441,9.91,1984,7.5,4.3
5442,9.91,1984,7.2,4.3
5443,9.91,1984,7.4,4.3
5444,9.91,1984,7.7,4.3
5445,9.91,1984,7.8,4.3
5446,9.91,1984,7.8,4.3
5447,9.91,1984,8.0,4.3
5448,9.59,1984,7.3,4.3
5449,9.59,1984,7.2,4.3
5450,9.59,1984,7.4,4.3
5451,9.59,1984,7.3,4.3
5452,9.59,1984,7.5,4.3
5453,9.59,1984,7.5,4.3
5454,9.59,1984,7.2,4.3
5455,9.59,1984,7.4,4.3
5456,9.59,1984,7.7,4.3
5457,9.59,1984,7.8,4.3
5458,9.59,1984,7.8,4.3
5459,9.59,1984,8.0,4.3
5460,9.56,1984,7.3,4.3
5461,9.56,1984,7.2,4.3
5462,9.56,1984,7.4,4.3
5463,9.56,1984,7.3,4.3
5464,9.56,1984,7.5,4.3
5465,9.56,1984,7.5,4.3
5466,9.56,1984,7.2,4.3
5467,9.56,1984,7.4,4.3
5468,9.56,1984,7.7,4.3
5469,9.56,1984,7.8,4.3
5470,9.56,1984,7.8,4.3
5471,9.56,1984,8.0,4.3
5472,9.47,1983,8.3,3.21
5473,9.47,1983,8.5,3.21
5474,9.47,1983,8.8,3.21
5475,9.47,1983,9.2,3.21
5476,9.47,1983,9.5,3.21
5477,9.47,1983,9.4,3.21
5478,9.47,1983,10.1,3.21
5479,9.47,1983,10.1,3.21
5480,9.47,1983,10.2,3.21
5481,9.47,1983,10.3,3.21
5482,9.47,1983,10.4,3.21
5483,9.47,1983,10.4,3.21
5484,9.34,1983,8.3,3.21
5485,9.34,1983,8.5,3.21
5486,9.34,1983,8.8,3.21
5487,9.34,1983,9.2,3.21
5488,9.34,1983,9.5,3.21
5489,9.34,1983,9.4,3.21
5490,9.34,1983,10.1,3.21
5491,9.34,1983,10.1,3.21
5492,9.34,1983,10.2,3.21
5493,9.34,1983,10.3,3.21
5494,9.34,1983,10.4,3.21
5495,9.34,1983,10.4,3.21
5496,9.48,1983,8.3,3.21
5497,9.48,1983,8.5,3.21
5498,9.48,1983,8.8,3.21
5499,9.48,1983,9.2,3.21
5500,9.48,1983,9.5,3.21
5501,9.48,1983,9.4,3.21
5502,9.48,1983,10.1,3.21
5503,9.48,1983,10.1,3.21
5504,9.48,1983,10.2,3.21
5505,9.48,1983,10.3,3.21
5506,9.48,1983,10.4,3.21
5507,9.48,1983,10.4,3.21
5508,9.45,1983,8.3,3.21
5509,9.45,1983,8.5,3.21
5510,9.45,1983,8.8,3.21
5511,9.45,1983,9.2,3.21
5512,9.45,1983,9.5,3.21
5513,9.45,1983,9.4,3.21
5514,9.45,1983,10.1,3.21
5515,9.45,1983,10.1,3.21
5516,9.45,1983,10.2,3.21
5517,9.45,1983,10.3,3.21
5518,9.45,1983,10.4,3.21
5519,9.45,1983,10.4,3.21
5520,9.56,1983,8.3,3.21
5521,9.56,1983,8.5,3.21
5522,9.56,1983,8.8,3.21
5523,9.56,1983,9.2,3.21
5524,9.56,1983,9.5,3.21
5525,9.56,1983,9.4,3.21
5526,9.56,1983,10.1,3.21
5527,9.56,1983,10.1,3.21
5528,9.56,1983,10.2,3.21
5529,9.56,1983,10.3,3.21
5530,9.56,1983,10.4,3.21
5531,9.56,1983,10.4,3.21
5532,9.37,1983,8.3,3.21
5533,9.37,1983,8.5,3.21
5534,9.37,1983,8.8,3.21
5535,9.37,1983,9.2,3.21
5536,9.37,1983,9.5,3.21
5537,9.37,1983,9.4,3.21
5538,9.37,1983,10.1,3.21
5539,9.37,1983,10.1,3.21
5540,9.37,1983,10.2,3.21
5541,9.37,1983,10.3,3.21
5542,9.37,1983,10.4,3.21
