,interest,fy,unemployment,inflation
2439,2.28,2005,5.0,3.39
2440,2.28,2005,4.9,3.39
2441,2.28,2005,5.0,3.39
2442,2.28,2005,5.0,3.39
2443,2.28,2005,5.1,3.39
2444,2.28,2005,5.2,3.39
2445,2.28,2005,5.2,3.39
2446,2.28,2005,5.4,3.39
2447,2.28,2005,5.3,3.39
2448,2.16,2004,5.4,2.68
2449,2.16,2004,5.4,2.68
2450,2.16,2004,5.5,2.68
2451,2.16,2004,5.4,2.68
2452,2.16,2004,5.4,2.68
2453,2.16,2004,5.5,2.68
2454,2.16,2004,5.6,2.68
2455,2.16,2004,5.6,2.68
2456,2.16,2004,5.6,2.68
2457,2.16,2004,5.8,2.68
2458,2.16,2004,5.6,2.68
2459,2.16,2004,5.7,2.68
2460,1.93,2004,5.4,2.68
2461,1.93,2004,5.4,2.68
2462,1.93,2004,5.5,2.68
2463,1.93,2004,5.4,2.68
2464,1.93,2004,5.4,2.68
2465,1.93,2004,5.5,2.68
2466,1.93,2004,5.6,2.68
2467,1.93,2004,5.6,2.68
2468,1.93,2004,5.6,2.68
2469,1.93,2004,5.8,2.68
2470,1.93,2004,5.6,2.68
2471,1.93,2004,5.7,2.68
2472,1.76,2004,5.4,2.68
2473,1.76,2004,5.4,2.68
2474,1.76,2004,5.5,2.68
2475,1.76,2004,5.4,2.68
2476,1.76,2004,5.4,2.68
2477,1.76,2004,5.5,2.68
2478,1.76,2004,5.6,2.68
2479,1.76,2004,5.6,2.68
2480,1.76,2004,5.6,2.68
2481,1.76,2004,5.8,2.68
2482,1.76,2004,5.6,2.68
2483,1.76,2004,5.7,2.68
2484,1.61,2004,5.4,2.68
2485,1.61,2004,5.4,2.68
2486,1.61,2004,5.5,2.68
2487,1.61,2004,5.4,2.68
2488,1.61,2004,5.4,2.68
2489,1.61,2004,5.5,2.68
2490,1.61,2004,5.6,2.68
2491,1.61,2004,5.6,2.68
2492,1.61,2004,5.6,2.68
2493,1.61,2004,5.8,2.68
2494,1.61,2004,5.6,2.68
2495,1.61,2004,5.7,2.68
2496,1.43,2004,5.4,2.68
2497,1.43,2004,5.4,2.68
2498,1.43,2004,5.5,2.68
2499,1.43,2004,5.4,2.68
2500,1.43,2004,5.4,2.68
2501,1.43,2004,5.5,2.68
2502,1.43,2004,5.6,2.68
2503,1.43,2004,5.6,2.68
2504,1.43,2004,5.6,2.68
2505,1.43,2004,5.8,2.68
2506,1.43,2004,5.6,2.68
2507,1.43,2004,5.7,2.68
2508,1.26,2004,5.4,2.68
2509,1.26,2004,5.4,2.68
2510,1.26,2004,5.5,2.68
2511,1.26,2004,5.4,2.68
2512,1.26,2004,5.4,2.68
2513,1.26,2004,5.5,2.68
2514,1.26,2004,5.6,2.68
2515,1.26,2004,5.6,2.68
2516,1.26,2004,5.6,2.68
2517,1.26,2004,5.8,2.68
2518,1.26,2004,5.6,2.68
2519,1.26,2004,5.7,2.68
2520,1.03,2004,5.4,2.68
2521,1.03,2004,5.4,2.68
2522,1.03,2004,5.5,2.68
2523,1.03,2004,5.4,2.68
2524,1.03,2004,5.4,2.68
2525,1.03,2004,5.5,2.68
2526,1.03,2004,5.6,2.68
2527,1.03,2004,5.6,2.68
2528,1.03,2004,5.6,2.68
2529,1.03,2004,5.8,2.68
2530,1.03,2004,5.6,2.68
2531,1.03,2004,5.7,2.68
2532,1.0,2004,5.4,2.68
2533,1.0,2004,5.4,2.68
2534,1.0,2004,5.5,2.68
2535,1.0,2004,5.4,2.68
2536,1.0,2004,5.4,2.68
2537,1.0,2004,5.5,2.68
2538,1.0,2004,5.6,2.68
2539,1.0,2004,5.6,2.68
2540,1.0,2004,5.6,2.68
2541,1.0,2004,5.8,2.68
2542,1.0,2004,5.6,2.68
2543,1.0,2004,5.7,2.68
2544,1.0,2004,5.4,2.68
2545,1.0,2004,5.4,2.68
2546,1.0,2004,5.5,2.68
2547,1.0,2004,5.4,2.68
2548,1.0,2004,5.4,2.68
2549,1.0,2004,5.5,2.68
2550,1.0,2004,5.6,2.68
2551,1.0,2004,5.6,2.68
2552,1.0,2004,5.6,2.68
2553,1.0,2004,5.8,2.68
2554,1.0,2004,5.6,2.68
2555,1.0,2004,5.7,2.68
2556,1.0,2004,5.4,2.68
2557,1.0,2004,5.4,2.68
2558,1.0,2004,5.5,2.68
2559,1.0,2004,5.4,2.68
2560,1.0,2004,5.4,2.68
2561,1.0,2004,5.5,2.68
2562,1.0,2004,5.6,2.68
2563,1.0,2004,5.6,2.68
2564,1.0,2004,5.6,2.68
2565,1.0,2004,5.8,2.68
2566,1.0,2004,5.6,2.68
2567,1.0,2004,5.7,2.68
2568,1.01,2004,5.4,2.68
2569,1.01,2004,5.4,2.68
2570,1.01,2004,5.5,2.68
2571,1.01,2004,5.4,2.68
2572,1.01,2004,5.4,2.68
2573,1.01,2004,5.5,2.68
2574,1.01,2004,5.6,2.68
2575,1.01,2004,5.6,2.68
2576,1.01,2004,5.6,2.68
2577,1.01,2004,5.8,2.68
2578,1.01,2004,5.6,2.68
2579,1.01,2004,5.7,2.68
2580,1.0,2004,5.4,2.68
2581,1.0,2004,5.4,2.68
2582,1.0,2004,5.5,2.68
2583,1.0,2004,5.4,2.68
2584,1.0,2004,5.4,2.68
2585,1.0,2004,5.5,2.68
2586,1.0,2004,5.6,2.68
2587,1.0,2004,5.6,2.68
2588,1.0,2004,5.6,2.68
2589,1.0,2004,5.8,2.68
2590,1.0,2004,5.6,2.68
2591,1.0,2004,5.7,2.68
2592,0.98,2003,5.7,2.27
2593,0.98,2003,5.8,2.27
2594,0.98,2003,6.0,2.27
2595,0.98,2003,6.1,2.27
2596,0.98,2003,6.1,2.27
2597,0.98,2003,6.2,2.27
2598,0.98,2003,6.3,2.27
2599,0.98,2003,6.1,2.27
2600,0.98,2003,6.0,2.27
2601,0.98,2003,5.9,2.27
2602,0.98,2003,5.9,2.27
2603,0.98,2003,5.8,2.27
2604,1.0,2003,5.7,2.27
2605,1.0,2003,5.8,2.27
2606,1.0,2003,6.0,2.27
2607,1.0,2003,6.1,2.27
2608,1.0,2003,6.1,2.27
2609,1.0,2003,6.2,2.27
2610,1.0,2003,6.3,2.27
2611,1.0,2003,6.1,2.27
2612,1.0,2003,6.0,2.27
2613,1.0,2003,5.9,2.27
2614,1.0,2003,5.9,2.27
2615,1.0,2003,5.8,2.27
2616,1.01,2003,5.7,2.27
2617,1.01,2003,5.8,2.27
2618,1.01,2003,6.0,2.27
2619,1.01,2003,6.1,2.27
2620,1.01,2003,6.1,2.27
2621,1.01,2003,6.2,2.27
2622,1.01,2003,6.3,2.27
2623,1.01,2003,6.1,2.27
2624,1.01,2003,6.0,2.27
2625,1.01,2003,5.9,2.27
2626,1.01,2003,5.9,2.27
2627,1.01,2003,5.8,2.27
2628,1.01,2003,5.7,2.27
2629,1.01,2003,5.8,2.27
2630,1.01,2003,6.0,2.27
2631,1.01,2003,6.1,2.27
2632,1.01,2003,6.1,2.27
2633,1.01,2003,6.2,2.27
2634,1.01,2003,6.3,2.27
2635,1.01,2003,6.1,2.27
2636,1.01,2003,6.0,2.27
2637,1.01,2003,5.9,2.27
2638,1.01,2003,5.9,2.27
2639,1.01,2003,5.8,2.27
2640,1.03,2003,5.7,2.27
2641,1.03,2003,5.8,2.27
2642,1.03,2003,6.0,2.27
2643,1.03,2003,6.1,2.27
2644,1.03,2003,6.1,2.27
2645,1.03,2003,6.2,2.27
2646,1.03,2003,6.3,2.27
2647,1.03,2003,6.1,2.27
2648,1.03,2003,6.0,2.27
2649,1.03,2003,5.9,2.27
2650,1.03,2003,5.9,2.27
2651,1.03,2003,5.8,2.27
2652,1.01,2003,5.7,2.27
2653,1.01,2003,5.8,2.27
2654,1.01,2003,6.0,2.27
2655,1.01,2003,6.1,2.27
2656,1.01,2003,6.1,2.27
2657,1.01,2003,6.2,2.27
2658,1.01,2003,6.3,2.27
2659,1.01,2003,6.1,2.27
2660,1.01,2003,6.0,2.27
2661,1.01,2003,5.9,2.27
2662,1.01,2003,5.9,2.27
2663,1.01,2003,5.8,2.27
2664,1.22,2003,5.7,2.27
2665,1.22,2003,5.8,2.27
2666,1.22,2003,6.0,2.27
2667,1.22,2003,6.1,2.27
2668,1.22,2003,6.1,2.27
2669,1.22,2003,6.2,2.27
2670,1.22,2003,6.3,2.27
2671,1.22,2003,6.1,2.27
2672,1.22,2003,6.0,2.27
2673,1.22,2003,5.9,2.27
2674,1.22,2003,5.9,2.27
2675,1.22,2003,5.8,2.27
2676,1.26,2003,5.7,2.27
2677,1.26,2003,5.8,2.27
2678,1.26,2003,6.0,2.27
2679,1.26,2003,6.1,2.27
2680,1.26,2003,6.1,2.27
2681,1.26,2003,6.2,2.27
2682,1.26,2003,6.3,2.27
2683,1.26,2003,6.1,2.27
2684,1.26,2003,6.0,2.27
2685,1.26,2003,5.9,2.27
2686,1.26,2003,5.9,2.27
2687,1.26,2003,5.8,2.27
2688,1.26,2003,5.7,2.27
2689,1.26,2003,5.8,2.27
2690,1.26,2003,6.0,2.27
2691,1.26,2003,6.1,2.27
2692,1.26,2003,6.1,2.27
2693,1.26,2003,6.2,2.27
2694,1.26,2003,6.3,2.27
2695,1.26,2003,6.1,2.27
2696,1.26,2003,6.0,2.27
2697,1.26,2003,5.9,2.27
2698,1.26,2003,5.9,2.27
2699,1.26,2003,5.8,2.27
2700,1.25,2003,5.7,2.27
2701,1.25,2003,5.8,2.27
2702,1.25,2003,6.0,2.27
2703,1.25,2003,6.1,2.27
2704,1.25,2003,6.1,2.27
2705,1.25,2003,6.2,2.27
2706,1.25,2003,6.3,2.27
2707,1.25,2003,6.1,2.27
2708,1.25,2003,6.0,2.27
2709,1.25,2003,5.9,2.27
2710,1.25,2003,5.9,2.27
2711,1.25,2003,5.8,2.27
2712,1.26,2003,5.7,2.27
2713,1.26,2003,5.8,2.27
2714,1.26,2003,6.0,2.27
2715,1.26,2003,6.1,2.27
2716,1.26,2003,6.1,2.27
2717,1.26,2003,6.2,2.27
2718,1.26,2003,6.3,2.27
2719,1.26,2003,6.1,2.27
2720,1.26,2003,6.0,2.27
2721,1.26,2003,5.9,2.27
2722,1.26,2003,5.9,2.27
2723,1.26,2003,5.8,2.27
2724,1.24,2003,5.7,2.27
2725,1.24,2003,5.8,2.27
2726,1.24,2003,6.0,2.27
2727,1.24,2003,6.1,2.27
2728,1.24,2003,6.1,2.27
2729,1.24,2003,6.2,2.27
2730,1.24,2003,6.3,2.27
2731,1.24,2003,6.1,2.27
2732,1.24,2003,6.0,2.27
2733,1.24,2003,5.9,2.27
2734,1.24,2003,5.9,2.27
2735,1.24,2003,5.8,2.27
2736,1.24,2002,6.0,1.59
2737,1.24,2002,5.9,1.59
2738,1.24,2002,5.7,1.59
2739,1.24,2002,5.7,1.59
2740,1.24,2002,5.7,1.59
2741,1.24,2002,5.8,1.59
2742,1.24,2002,5.8,1.59
2743,1.24,2002,5.8,1.59
2744,1.24,2002,5.9,1.59
2745,1.24,2002,5.7,1.59
2746,1.24,2002,5.7,1.59
2747,1.24,2002,5.7,1.59
2748,1.34,2002,6.0,1.59
2749,1.34,2002,5.9,1.59
2750,1.34,2002,5.7,1.59
2751,1.34,2002,5.7,1.59
2752,1.34,2002,5.7,1.59
2753,1.34,2002,5.8,1.59
2754,1.34,2002,5.8,1.59
2755,1.34,2002,5.8,1.59
2756,1.34,2002,5.9,1.59
2757,1.34,2002,5.7,1.59
2758,1.34,2002,5.7,1.59
2759,1.34,2002,5.7,1.59
2760,1.75,2002,6.0,1.59
2761,1.75,2002,5.9,1.59
2762,1.75,2002,5.7,1.59
2763,1.75,2002,5.7,1.59
2764,1.75,2002,5.7,1.59
2765,1.75,2002,5.8,1.59
2766,1.75,2002,5.8,1.59
2767,1.75,2002,5.8,1.59
2768,1.75,2002,5.9,1.59
2769,1.75,2002,5.7,1.59
2770,1.75,2002,5.7,1.59
2771,1.75,2002,5.7,1.59
2772,1.75,2002,6.0,1.59
2773,1.75,2002,5.9,1.59
2774,1.75,2002,5.7,1.59
2775,1.75,2002,5.7,1.59
2776,1.75,2002,5.7,1.59
2777,1.75,2002,5.8,1.59
2778,1.75,2002,5.8,1.59
2779,1.75,2002,5.8,1.59
2780,1.75,2002,5.9,1.59
2781,1.75,2002,5.7,1.59
2782,1.75,2002,5.7,1.59
2783,1.75,2002,5.7,1.59
2784,1.74,2002,6.0,1.59
2785,1.74,2002,5.9,1.59
2786,1.74,2002,5.7,1.59
2787,1.74,2002,5.7,1.59
2788,1.74,2002,5.7,1.59
2789,1.74,2002,5.8,1.59
2790,1.74,2002,5.8,1.59
2791,1.74,2002,5.8,1.59
2792,1.74,2002,5.9,1.59
2793,1.74,2002,5.7,1.59
2794,1.74,2002,5.7,1.59
2795,1.74,2002,5.7,1.59
2796,1.73,2002,6.0,1.59
2797,1.73,2002,5.9,1.59
2798,1.73,2002,5.7,1.59
2799,1.73,2002,5.7,1.59
2800,1.73,2002,5.7,1.59
2801,1.73,2002,5.8,1.59
2802,1.73,2002,5.8,1.59
2803,1.73,2002,5.8,1.59
2804,1.73,2002,5.9,1.59
2805,1.73,2002,5.7,1.59
2806,1.73,2002,5.7,1.59
2807,1.73,2002,5.7,1.59
2808,1.75,2002,6.0,1.59
2809,1.75,2002,5.9,1.59
2810,1.75,2002,5.7,1.59
2811,1.75,2002,5.7,1.59
2812,1.75,2002,5.7,1.59
2813,1.75,2002,5.8,1.59
2814,1.75,2002,5.8,1.59
2815,1.75,2002,5.8,1.59
2816,1.75,2002,5.9,1.59
2817,1.75,2002,5.7,1.59
2818,1.75,2002,5.7,1.59
2819,1.75,2002,5.7,1.59
2820,1.75,2002,6.0,1.59
2821,1.75,2002,5.9,1.59
2822,1.75,2002,5.7,1.59
2823,1.75,2002,5.7,1.59
2824,1.75,2002,5.7,1.59
2825,1.75,2002,5.8,1.59
2826,1.75,2002,5.8,1.59
2827,1.75,2002,5.8,1.59
2828,1.75,2002,5.9,1.59
2829,1.75,2002,5.7,1.59
2830,1.75,2002,5.7,1.59
2831,1.75,2002,5.7,1.59
2832,1.75,2002,6.0,1.59
2833,1.75,2002,5.9,1.59
2834,1.75,2002,5.7,1.59
2835,1.75,2002,5.7,1.59
2836,1.75,2002,5.7,1.59
2837,1.75,2002,5.8,1.59
2838,1.75,2002,5.8,1.59
2839,1.75,2002,5.8,1.59
2840,1.75,2002,5.9,1.59
2841,1.75,2002,5.7,1.59
2842,1.75,2002,5.7,1.59
2843,1.75,2002,5.7,1.59
2844,1.73,2002,6.0,1.59
2845,1.73,2002,5.9,1.59
2846,1.73,2002,5.7,1.59
2847,1.73,2002,5.7,1.59
2848,1.73,2002,5.7,1.59
2849,1.73,2002,5.8,1.59
2850,1.73,2002,5.8,1.59
2851,1.73,2002,5.8,1.59
2852,1.73,2002,5.9,1.59
2853,1.73,2002,5.7,1.59
2854,1.73,2002,5.7,1.59
2855,1.73,2002,5.7,1.59
2856,1.74,2002,6.0,1.59
2857,1.74,2002,5.9,1.59
2858,1.74,2002,5.7,1.59
2859,1.74,2002,5.7,1.59
2860,1.74,2002,5.7,1.59
2861,1.74,2002,5.8,1.59
2862,1.74,2002,5.8,1.59
2863,1.74,2002,5.8,1.59
2864,1.74,2002,5.9,1.59
2865,1.74,2002,5.7,1.59
2866,1.74,2002,5.7,1.59
2867,1.74,2002,5.7,1.59
2868,1.73,2002,6.0,1.59
2869,1.73,2002,5.9,1.59
2870,1.73,2002,5.7,1.59
2871,1.73,2002,5.7,1.59
2872,1.73,2002,5.7,1.59
2873,1.73,2002,5.8,1.59
2874,1.73,2002,5.8,1.59
2875,1.73,2002,5.8,1.59
2876,1.73,2002,5.9,1.59
2877,1.73,2002,5.7,1.59
2878,1.73,2002,5.7,1.59
2879,1.73,2002,5.7,1.59
2880,1.82,2001,5.7,2.83
2881,1.82,2001,5.5,2.83
2882,1.82,2001,5.3,2.83
2883,1.82,2001,5.0,2.83
2884,1.82,2001,4.9,2.83
2885,1.82,2001,4.6,2.83
2886,1.82,2001,4.5,2.83
2887,1.82,2001,4.3,2.83
2888,1.82,2001,4.4,2.83
2889,1.82,2001,4.3,2.83
2890,1.82,2001,4.2,2.83
2891,1.82,2001,4.2,2.83
2892,2.09,2001,5.7,2.83
2893,2.09,2001,5.5,2.83
2894,2.09,2001,5.3,2.83
2895,2.09,2001,5.0,2.83
2896,2.09,2001,4.9,2.83
2897,2.09,2001,4.6,2.83
2898,2.09,2001,4.5,2.83
2899,2.09,2001,4.3,2.83
2900,2.09,2001,4.4,2.83
2901,2.09,2001,4.3,2.83
2902,2.09,2001,4.2,2.83
2903,2.09,2001,4.2,2.83
2904,2.49,2001,5.7,2.83
2905,2.49,2001,5.5,2.83
2906,2.49,2001,5.3,2.83
2907,2.49,2001,5.0,2.83
2908,2.49,2001,4.9,2.83
2909,2.49,2001,4.6,2.83
2910,2.49,2001,4.5,2.83
2911,2.49,2001,4.3,2.83
2912,2.49,2001,4.4,2.83
2913,2.49,2001,4.3,2.83
2914,2.49,2001,4.2,2.83
2915,2.49,2001,4.2,2.83
2916,3.07,2001,5.7,2.83
2917,3.07,2001,5.5,2.83
2918,3.07,2001,5.3,2.83
2919,3.07,2001,5.0,2.83
2920,3.07,2001,4.9,2.83
2921,3.07,2001,4.6,2.83
2922,3.07,2001,4.5,2.83
2923,3.07,2001,4.3,2.83
2924,3.07,2001,4.4,2.83
2925,3.07,2001,4.3,2.83
2926,3.07,2001,4.2,2.83
2927,3.07,2001,4.2,2.83
2928,3.65,2001,5.7,2.83
2929,3.65,2001,5.5,2.83
2930,3.65,2001,5.3,2.83
2931,3.65,2001,5.0,2.83
2932,3.65,2001,4.9,2.83
2933,3.65,2001,4.6,2.83
2934,3.65,2001,4.5,2.83
2935,3.65,2001,4.3,2.83
2936,3.65,2001,4.4,2.83
2937,3.65,2001,4.3,2.83
2938,3.65,2001,4.2,2.83
2939,3.65,2001,4.2,2.83
2940,3.77,2001,5.7,2.83
2941,3.77,2001,5.5,2.83
2942,3.77,2001,5.3,2.83
2943,3.77,2001,5.0,2.83
2944,3.77,2001,4.9,2.83
2945,3.77,2001,4.6,2.83
2946,3.77,2001,4.5,2.83
2947,3.77,2001,4.3,2.83
2948,3.77,2001,4.4,2.83
2949,3.77,2001,4.3,2.83
2950,3.77,2001,4.2,2.83
2951,3.77,2001,4.2,2.83
2952,3.97,2001,5.7,2.83
2953,3.97,2001,5.5,2.83
2954,3.97,2001,5.3,2.83
2955,3.97,2001,5.0,2.83
2956,3.97,2001,4.9,2.83
2957,3.97,2001,4.6,2.83
2958,3.97,2001,4.5,2.83
2959,3.97,2001,4.3,2.83
2960,3.97,2001,4.4,2.83
2961,3.97,2001,4.3,2.83
2962,3.97,2001,4.2,2.83
2963,3.97,2001,4.2,2.83
2964,4.21,2001,5.7,2.83
2965,4.21,2001,5.5,2.83
2966,4.21,2001,5.3,2.83
2967,4.21,2001,5.0,2.83
2968,4.21,2001,4.9,2.83
2969,4.21,2001,4.6,2.83
2970,4.21,2001,4.5,2.83
2971,4.21,2001,4.3,2.83
2972,4.21,2001,4.4,2.83
2973,4.21,2001,4.3,2.83
2974,4.21,2001,4.2,2.83
2975,4.21,2001,4.2,2.83
2976,4.8,2001,5.7,2.83
2977,4.8,2001,5.5,2.83
2978,4.8,2001,5.3,2.83
2979,4.8,2001,5.0,2.83
2980,4.8,2001,4.9,2.83
2981,4.8,2001,4.6,2.83
2982,4.8,2001,4.5,2.83
2983,4.8,2001,4.3,2.83
2984,4.8,2001,4.4,2.83
2985,4.8,2001,4.3,2.83
2986,4.8,2001,4.2,2.83
2987,4.8,2001,4.2,2.83
2988,5.31,2001,5.7,2.83
2989,5.31,2001,5.5,2.83
2990,5.31,2001,5.3,2.83
2991,5.31,2001,5.0,2.83
2992,5.31,2001,4.9,2.83
2993,5.31,2001,4.6,2.83
2994,5.31,2001,4.5,2.83
2995,5.31,2001,4.3,2.83
2996,5.31,2001,4.4,2.83
2997,5.31,2001,4.3,2.83
2998,5.31,2001,4.2,2.83
2999,5.31,2001,4.2,2.83
3000,5.49,2001,5.7,2.83
3001,5.49,2001,5.5,2.83
3002,5.49,2001,5.3,2.83
3003,5.49,2001,5.0,2.83
3004,5.49,2001,4.9,2.83
3005,5.49,2001,4.6,2.83
3006,5.49,2001,4.5,2.83
3007,5.49,2001,4.3,2.83
3008,5.49,2001,4.4,2.83
3009,5.49,2001,4.3,2.83
3010,5.49,2001,4.2,2.83
3011,5.49,2001,4.2,2.83
3012,5.98,2001,5.7,2.83
3013,5.98,2001,5.5,2.83
3014,5.98,2001,5.3,2.83
3015,5.98,2001,5.0,2.83
3016,5.98,2001,4.9,2.83
3017,5.98,2001,4.6,2.83
3018,5.98,2001,4.5,2.83
3019,5.98,2001,4.3,2.83
3020,5.98,2001,4.4,2.83
3021,5.98,2001,4.3,2.83
3022,5.98,2001,4.2,2.83
3023,5.98,2001,4.2,2.83
3024,6.4,2000,3.9,3.38
3025,6.4,2000,3.9,3.38
3026,6.4,2000,3.9,3.38
3027,6.4,2000,3.9,3.38
3028,6.4,2000,4.1,3.38
3029,6.4,2000,4.0,3.38
3030,6.4,2000,4.0,3.38
3031,6.4,2000,4.0,3.38
3032,6.4,2000,3.8,3.38
3033,6.4,2000,4.0,3.38
3034,6.4,2000,4.1,3.38
3035,6.4,2000,4.0,3.38
3036,6.51,2000,3.9,3.38
3037,6.51,2000,3.9,3.38
3038,6.51,2000,3.9,3.38
3039,6.51,2000,3.9,3.38
3040,6.51,2000,4.1,3.38
3041,6.51,2000,4.0,3.38
3042,6.51,2000,4.0,3.38
3043,6.51,2000,4.0,3.38
3044,6.51,2000,3.8,3.38
3045,6.51,2000,4.0,3.38
3046,6.51,2000,4.1,3.38
3047,6.51,2000,4.0,3.38
3048,6.51,2000,3.9,3.38
3049,6.51,2000,3.9,3.38
3050,6.51,2000,3.9,3.38
3051,6.51,2000,3.9,3.38
3052,6.51,2000,4.1,3.38
3053,6.51,2000,4.0,3.38
3054,6.51,2000,4.0,3.38
3055,6.51,2000,4.0,3.38
3056,6.51,2000,3.8,3.38
3057,6.51,2000,4.0,3.38
3058,6.51,2000,4.1,3.38
3059,6.51,2000,4.0,3.38
3060,6.52,2000,3.9,3.38
3061,6.52,2000,3.9,3.38
3062,6.52,2000,3.9,3.38
3063,6.52,2000,3.9,3.38
3064,6.52,2000,4.1,3.38
3065,6.52,2000,4.0,3.38
3066,6.52,2000,4.0,3.38
3067,6.52,2000,4.0,3.38
3068,6.52,2000,3.8,3.38
3069,6.52,2000,4.0,3.38
3070,6.52,2000,4.1,3.38
3071,6.52,2000,4.0,3.38
3072,6.5,2000,3.9,3.38
3073,6.5,2000,3.9,3.38
3074,6.5,2000,3.9,3.38
3075,6.5,2000,3.9,3.38
3076,6.5,2000,4.1,3.38
3077,6.5,2000,4.0,3.38
3078,6.5,2000,4.0,3.38
3079,6.5,2000,4.0,3.38
3080,6.5,2000,3.8,3.38
3081,6.5,2000,4.0,3.38
3082,6.5,2000,4.1,3.38
3083,6.5,2000,4.0,3.38
3084,6.54,2000,3.9,3.38
3085,6.54,2000,3.9,3.38
3086,6.54,2000,3.9,3.38
3087,6.54,2000,3.9,3.38
3088,6.54,2000,4.1,3.38
3089,6.54,2000,4.0,3.38
3090,6.54,2000,4.0,3.38
3091,6.54,2000,4.0,3.38
3092,6.54,2000,3.8,3.38
3093,6.54,2000,4.0,3.38
3094,6.54,2000,4.1,3.38
3095,6.54,2000,4.0,3.38
3096,6.53,2000,3.9,3.38
3097,6.53,2000,3.9,3.38
3098,6.53,2000,3.9,3.38
3099,6.53,2000,3.9,3.38
3100,6.53,2000,4.1,3.38
3101,6.53,2000,4.0,3.38
3102,6.53,2000,4.0,3.38
3103,6.53,2000,4.0,3.38
3104,6.53,2000,3.8,3.38
3105,6.53,2000,4.0,3.38
3106,6.53,2000,4.1,3.38
3107,6.53,2000,4.0,3.38
3108,6.27,2000,3.9,3.38
3109,6.27,2000,3.9,3.38
3110,6.27,2000,3.9,3.38
3111,6.27,2000,3.9,3.38
3112,6.27,2000,4.1,3.38
3113,6.27,2000,4.0,3.38
3114,6.27,2000,4.0,3.38
3115,6.27,2000,4.0,3.38
3116,6.27,2000,3.8,3.38
3117,6.27,2000,4.0,3.38
3118,6.27,2000,4.1,3.38
3119,6.27,2000,4.0,3.38
3120,6.02,2000,3.9,3.38
3121,6.02,2000,3.9,3.38
3122,6.02,2000,3.9,3.38
3123,6.02,2000,3.9,3.38
3124,6.02,2000,4.1,3.38
3125,6.02,2000,4.0,3.38
3126,6.02,2000,4.0,3.38
3127,6.02,2000,4.0,3.38
3128,6.02,2000,3.8,3.38
3129,6.02,2000,4.0,3.38
3130,6.02,2000,4.1,3.38
3131,6.02,2000,4.0,3.38
3132,5.85,2000,3.9,3.38
3133,5.85,2000,3.9,3.38
3134,5.85,2000,3.9,3.38
3135,5.85,2000,3.9,3.38
3136,5.85,2000,4.1,3.38
3137,5.85,2000,4.0,3.38
3138,5.85,2000,4.0,3.38
3139,5.85,2000,4.0,3.38
3140,5.85,2000,3.8,3.38
3141,5.85,2000,4.0,3.38
3142,5.85,2000,4.1,3.38
3143,5.85,2000,4.0,3.38
3144,5.73,2000,3.9,3.38
3145,5.73,2000,3.9,3.38
3146,5.73,2000,3.9,3.38
3147,5.73,2000,3.9,3.38
3148,5.73,2000,4.1,3.38
3149,5.73,2000,4.0,3.38
3150,5.73,2000,4.0,3.38
3151,5.73,2000,4.0,3.38
3152,5.73,2000,3.8,3.38
3153,5.73,2000,4.0,3.38
3154,5.73,2000,4.1,3.38
3155,5.73,2000,4.0,3.38
3156,5.45,2000,3.9,3.38
3157,5.45,2000,3.9,3.38
3158,5.45,2000,3.9,3.38
3159,5.45,2000,3.9,3.38
3160,5.45,2000,4.1,3.38
3161,5.45,2000,4.0,3.38
3162,5.45,2000,4.0,3.38
3163,5.45,2000,4.0,3.38
3164,5.45,2000,3.8,3.38
3165,5.45,2000,4.0,3.38
3166,5.45,2000,4.1,3.38
3167,5.45,2000,4.0,3.38
3168,5.3,1999,4.0,2.19
3169,5.3,1999,4.1,2.19
3170,5.3,1999,4.1,2.19
3171,5.3,1999,4.2,2.19
3172,5.3,1999,4.2,2.19
3173,5.3,1999,4.3,2.19
3174,5.3,1999,4.3,2.19
3175,5.3,1999,4.2,2.19
3176,5.3,1999,4.3,2.19
3177,5.3,1999,4.2,2.19
3178,5.3,1999,4.4,2.19
3179,5.3,1999,4.3,2.19
3180,5.42,1999,4.0,2.19
3181,5.42,1999,4.1,2.19
3182,5.42,1999,4.1,2.19
3183,5.42,1999,4.2,2.19
3184,5.42,1999,4.2,2.19
3185,5.42,1999,4.3,2.19
3186,5.42,1999,4.3,2.19
3187,5.42,1999,4.2,2.19
3188,5.42,1999,4.3,2.19
3189,5.42,1999,4.2,2.19
3190,5.42,1999,4.4,2.19
3191,5.42,1999,4.3,2.19
3192,5.2,1999,4.0,2.19
3193,5.2,1999,4.1,2.19
3194,5.2,1999,4.1,2.19
3195,5.2,1999,4.2,2.19
3196,5.2,1999,4.2,2.19
3197,5.2,1999,4.3,2.19
3198,5.2,1999,4.3,2.19
3199,5.2,1999,4.2,2.19
3200,5.2,1999,4.3,2.19
3201,5.2,1999,4.2,2.19
3202,5.2,1999,4.4,2.19
3203,5.2,1999,4.3,2.19
3204,5.22,1999,4.0,2.19
3205,5.22,1999,4.1,2.19
3206,5.22,1999,4.1,2.19
3207,5.22,1999,4.2,2.19
3208,5.22,1999,4.2,2.19
3209,5.22,1999,4.3,2.19
3210,5.22,1999,4.3,2.19
3211,5.22,1999,4.2,2.19
3212,5.22,1999,4.3,2.19
3213,5.22,1999,4.2,2.19
3214,5.22,1999,4.4,2.19
