,state,fy,total_state_support,total_state_and_local_support,total_financial_aid,education_appropriations,general_public_operations,state_public_financial_aid_as_a_percent_of_education_appropriations,net_tuition_and_fee_revenue,student_share,total_education_revenue,student_share,net_fte_enrollment,state_tax_appropriations,state_public_financial_aid,out-of-state_financial_aid,institutional_discounts_and_waivers,tuition_and_fees_used_for_debt_service,gross_fte_enrollment,region,tax_appropriations,non-tax_support,other_state_support,"two-year_
public_operating","four-year_
public_operating","state_
financial_aid"
827,Idaho,2005,350879700,360280300,7770500.0,323142733,316719800.0,0.0198764581222998,133646167,0.292577527606297,456788900,0.292577527606297,45024,340859200.0,6422933.0,0.0,28757900.0,0.0,45050.0,Rocky Mountain,340859200.0,0.0,10020500.0,,,7770500.0
828,Illinois,2005,2685920700,3316264388,365452804.0,2772216232,2575677428.0,0.0708959141539288,1041851602,0.273160218261603,3814067834,0.273160218261603,356798,2685920700.0,196538804.0,0.0,239755800.0,0.0,361316.0,Great Lakes,2685920700.0,0.0,0.0,,,365452804.0
829,Indiana,2005,1417478385,1417478385,180476581.0,1166947113,1054585085.0,0.0962871639582179,1171407183,0.500953677124042,2338354296,0.500953677124042,220359,1417478385.0,112362028.0,603407.0,104702584.0,0.0,224535.0,Great Lakes,1417478385.0,0.0,0.0,,,180476581.0
830,Iowa,2005,743121766,784525794,54942512.0,621638579,614752864.0,0.0110767176179392,587759920,0.485993591430776,1209398499,0.485993591430776,117737,743121766.0,6885715.0,0.0,0.0,0.0,120093.0,Plains,743121766.0,0.0,0.0,,,54942512.0
831,Kansas,2005,727534311,887031796,15729265.0,698560363,690620303.0,0.0113663191050535,420796793,0.375927192446519,1119357156,0.375927192446519,111948,715831649.0,7940060.0,0.0,0.0,0.0,113360.0,Plains,715831649.0,11702662.0,0.0,,,15729265.0
832,Kentucky,2005,1076740400,1076740400,162717700.0,842477700,732267300.0,0.130816993731704,553950306,0.396690916839146,1396428006,0.396690916839146,140579,1001365400.0,110210400.0,0.0,86024033.0,,143458.0,Southeast,1001365400.0,75375000.0,0.0,,,162717700.0
833,Louisiana,2005,1287848788,1287848788,116325116.0,953707888,848016672.0,0.110821371333777,364239362,0.276368695332837,1317947250,0.276368695332837,183409,1243910000.0,105691216.0,0.0,60792877.0,0.0,186459.0,Southeast,1243910000.0,0.0,43938788.0,,,116325116.0
834,Maine,2005,241255620,241255620,12002590.0,210730082,202928398.0,0.037022165634615,172488353,0.450104528504742,383218435,0.450104528504742,35167,241255620.0,7801684.0,2160466.0,13410897.0,0.0,35167.0,New England,241255620.0,0.0,0.0,,,12002590.0
835,Maryland,2005,1185321898,1418341142,72526892.0,1175634849,1115333910.0,0.0512922350432979,1123872138,0.488744824153039,2299506987,0.488744824153039,196626,1175707205.0,60300939.0,231656.0,46523564.0,0.0,197650.0,Mideast,1175707205.0,9614693.0,0.0,,,72526892.0
836,Massachusetts,2005,1037527876,1037527876,81403626.0,966865652,922850250.0,0.0455238035490788,694158259,0.417909853315772,1661023911,0.417909853315772,137677,1037527876.0,44015402.0,0.0,107442442.0,0.0,138572.0,New England,1037527876.0,0.0,0.0,,,81403626.0
837,Michigan,2005,1947744600,2431591900,182166400.0,2173181000,2077707700.0,0.043932511834035,2111406239,0.492791048757544,4284587239,0.492791048757544,371950,1947744600.0,95473300.0,4000000.0,225913185.0,0.0,380250.0,Great Lakes,1947744600.0,0.0,0.0,,,182166400.0
838,Minnesota,2005,1273328000,1273328000,125440000.0,1044511000,975641000.0,0.0659351600892667,843952000,0.446898880200459,1888463000,0.446898880200459,190087,1273328000.0,68870000.0,0.0,50798000.0,0.0,195764.0,Plains,1273328000.0,0.0,0.0,,,125440000.0
839,Mississippi,2005,761417563,806118836,30895807.0,580161459,554868798.0,0.0435959000854622,364623757,0.385932962143218,944785216,0.385932962143218,118060,756790000.0,25292661.0,727472.0,76543277.0,0.0,120921.0,Southeast,756790000.0,4177563.0,450000.0,,,30895807.0
840,Missouri,2005,925045604,1040974261,40333886.0,991538020,970844228.0,0.0208703968809991,684138450,0.40827597823821,1675676470,0.40827597823821,158958,861421000.0,20693792.0,0.0,210828011.0,0.0,160976.0,Plains,861421000.0,80865310.0,12609960.0,,,40333886.0
841,Montana,2005,152582000,156024028,3390426.0,135608365,132217939.0,0.025001599274499,147629550,0.521221002491845,283237915,0.521221002491845,35259,152582000.0,3390426.0,0.0,18081902.0,0.0,35259.0,Rocky Mountain,152582000.0,0.0,0.0,,,3390426.0
842,Nebraska,2005,519741659,595517701,10950477.0,423214265,418396973.0,0.0113826314432005,233148317,0.355212687916448,656362582,0.355212687916448,71932,503623365.0,4817292.0,2581194.0,60535385.0,0.0,73625.0,Plains,503623365.0,7900000.0,8218294.0,,,10950477.0
843,Nevada,2005,575772352,575772352,73748469.0,526989996,453241527.0,0.139942825404223,133367358,0.201962402920404,660357354,0.201962402920404,59746,502915035.0,73748469.0,0.0,0.0,0.0,59746.0,Far West,502915035.0,73748469.0,0.0,,,73748469.0
844,New Hampshire,2005,115367000,115367000,2702800.0,101796786,100039200.0,0.0172656335142054,201244770,0.692415677818625,290641556,0.692415677818625,30885,115367000.0,1757586.0,363989.0,62349644.0,12400000.0,30885.0,New England,115367000.0,0.0,0.0,,,2702800.0
845,New Jersey,2005,2072768234,2264951234,223667234.0,1927126234,1773831000.0,0.0795460262516462,1260429527,0.395421953843586,3187555761,0.395421953843586,226969,2072768234.0,153295234.0,0.0,0.0,0.0,232555.0,Mideast,2072768234.0,0.0,0.0,,,223667234.0
846,New Mexico,2005,762379374,826844974,61070024.0,664907812,606771550.0,0.0874350713749773,91170995,0.120583984309456,756078807,0.120583984309456,79219,671905400.0,58136262.0,1802000.0,46722877.0,0.0,79515.0,Southwest,671905400.0,28512092.0,64461882.0,,,61070024.0
847,New York,2005,3826466335,4362864421,874983000.0,3532718221,3091322221.0,0.124945147726799,1782286506,0.335331123403533,5315004727,0.335331123403533,498039,3826466335.0,441396000.0,0.0,138068000.0,0.0,501854.0,Mideast,3826466335.0,0.0,0.0,,,874983000.0
848,North Carolina,2005,2780767364,2924694155,224434414.0,2288178220,2152570018.0,0.059264702729318,745665011,0.245782314452094,3033843231,0.245782314452094,339034,2781548123.0,135608202.0,1243000.0,75373665.0,0.0,341735.0,Southeast,2781548123.0,0.0,10981202.0,,,224434414.0
849,North Dakota,2005,201545000,201545000,1806280.0,158351818,156875720.0,0.00932163595368384,170996936,0.519197154758327,329348754,0.519197154758327,34629,201545000.0,1476098.0,0.0,38468112.0,0.0,35649.0,Plains,201545000.0,0.0,0.0,,,1806280.0
850,Ohio,2005,2102153594,2226830524,194357565.0,1805693629,1706002335.0,0.0552094178098249,1894058371,0.511941981786887,3699752000,0.511941981786887,381073,2101592433.0,99691294.0,574608.0,512603371.0,0.0,386446.0,Great Lakes,2101592433.0,0.0,561161.0,,,194357565.0
851,Oklahoma,2005,787076396,817762054,48621662.0,665030172,621269910.0,0.0658019197360567,340807791,0.338829715656696,1005837963,0.338829715656696,136424,762829000.0,43760262.0,0.0,82474857.0,0.0,141976.0,Southwest,762829000.0,96000.0,24151396.0,,,48621662.0
