,state,fy,total_state_support,total_state_and_local_support,total_financial_aid,education_appropriations,general_public_operations,state_public_financial_aid_as_a_percent_of_education_appropriations,net_tuition_and_fee_revenue,student_share,total_education_revenue,student_share,net_fte_enrollment,state_tax_appropriations,state_public_financial_aid,out-of-state_financial_aid,institutional_discounts_and_waivers,tuition_and_fees_used_for_debt_service,gross_fte_enrollment,region,tax_appropriations,non-tax_support,other_state_support,"two-year_
public_operating","four-year_
public_operating","state_
financial_aid"
433,Montana,2013,202187817,208308490,4695833.0,182151670,177455837.0,0.0257797965838029,227989504,0.555880556386177,410141174,0.555880556386177,40169,198657858.0,4695833.0,0.0,40457362.0,0.0,40169.0,Rocky Mountain,198657858.0,0.0,3529959.0,,,4695833.0
434,Nebraska,2013,662501367,794957017,16457362.0,603440273,592444622.0,0.0182216061671442,425530627,0.420771654980377,1011310106,0.420771654980377,81270,639501367.0,10995651.0,464206.0,106899774.0,17660794.0,83271.0,Plains,639501367.0,23000000.0,0.0,,,16457362.0
435,Nevada,2013,541341406,541341406,68973389.0,489881866,420908477.0,0.140795962837294,242573993,0.331178991907006,732455859,0.331178991907006,65917,472368017.0,68973389.0,0.0,0.0,0.0,65917.0,Far West,472368017.0,68973389.0,0.0,,,68973389.0
436,New Hampshire,2013,85622352,85622352,0.0,73983294,73983294.0,0.0,416200931,0.849070430612083,490184225,0.849070430612083,39224,85622352.0,0.0,0.0,94484821.0,0.0,39224.0,New England,85622352.0,0.0,0.0,,,0.0
437,New Jersey,2013,2160518000,2354557000,355112000.0,2034086000,1788266000.0,0.120850347527096,2321303085,0.532972609265746,4355389085,0.532972609265746,276052,2160518000.0,245820000.0,0.0,0.0,0.0,281712.0,Mideast,2160518000.0,0.0,0.0,,,355112000.0
438,New Mexico,2013,832616879,950619790,24424822.0,752373324,730246724.0,0.0294090703300905,297947443,0.283672809641781,1050320767,0.283672809641781,101239,757716600.0,22126600.0,2175500.0,75000000.0,0.0,101619.0,Southwest,757716600.0,61564660.0,13335619.0,,,24424822.0
439,New York,2013,5111538235,5844856304,942019000.0,5031618093,4436660093.0,0.118243870858901,2795146195,0.357126660794617,7826764288,0.357126660794617,571693,5111538235.0,594958000.0,0.0,342265000.0,0.0,575978.0,Mideast,5111538235.0,0.0,0.0,,,942019000.0
440,North Carolina,2013,3751478952,3962249566,246538112.0,3245780450,3084990242.0,0.0495382267768604,1461468911,0.310471954833837,4707249361,0.310471954833837,410622,3703984039.0,160790208.0,0.0,121334667.0,0.0,413964.0,Southeast,3703984039.0,42878374.0,16335000.0,,,246538112.0
441,North Dakota,2013,343805783,343805783,15863296.0,268221027,255039487.0,0.0491443200685381,263864824,0.495906484835283,532085851,0.495906484835283,37122,343805783.0,13181540.0,0.0,60249664.0,0.0,38326.0,Plains,343805783.0,0.0,0.0,,,15863296.0
442,Ohio,2013,2050123177,2202968796,121864953.0,1716432811,1650579506.0,0.0383663750645932,3019540212,0.637575467034074,4735973023,0.637575467034074,400796,2050521109.0,65853305.0,463353.0,918761615.0,0.0,406554.0,Great Lakes,2050521109.0,0.0,0.0,,,121864953.0
443,Oklahoma,2013,1044735666,1086611195,109338232.0,900660141,802147841.0,0.109377883527323,644369783,0.417059742980098,1545029924,0.417059742980098,144138,967791080.0,98512300.0,37404.0,151329395.0,0.0,150228.0,Southwest,967791080.0,25809138.0,51135448.0,,,109338232.0
444,Oregon,2013,580701607,771155885,51647449.0,673525369,626051229.0,0.07048604578991,1110791005,0.622530298542225,1784316374,0.622530298542225,160939,576662429.0,47474140.0,0.0,93168541.0,0.0,161838.0,Far West,576662429.0,4039178.0,0.0,,,51647449.0
445,Pennsylvania,2013,1632655000,1741590177,444137697.0,1440341869,1209601075.0,0.160198629899024,3301347212,0.696238651586949,4741689081,0.696238651586949,364468,1632655000.0,230740794.0,5273325.0,744274323.0,0.0,366386.0,Mideast,1632655000.0,0.0,0.0,,,444137697.0
446,Rhode Island,2013,164566569,164566569,16364714.0,156563306,147346196.0,0.0588714574026688,272944370,0.635481937230849,429507676,0.635481937230849,33042,164566569.0,9217110.0,3823743.0,101998832.0,0.0,33042.0,New England,164566569.0,0.0,0.0,,,16364714.0
447,South Carolina,2013,910405772,972622914,355588882.0,764222416,492774027.0,0.3551955338091,1283364069,0.660794617486952,1942152728,0.660794617486952,178240,687891532.0,271448389.0,3437217.0,135163996.0,105433757.0,181428.0,Southeast,687891532.0,222491503.0,22737.0,,,355588882.0
448,South Dakota,2013,196229662,196229662,4430965.0,157146708,153412222.0,0.0237643285534177,220311302,0.603936151921685,364792373,0.603936151921685,32945,185227862.0,3734486.0,0.0,0.0,12665637.0,33347.0,Plains,185227862.0,3509645.0,7492155.0,,,4430965.0
449,Tennessee,2013,1455168883,1455168883,366728840.0,1105534384,826398643.0,0.2524894250598,997406770,0.480611149778989,2075288454,0.480611149778989,188759,1125478400.0,279135741.0,67125.0,196408842.0,27652700.0,194183.0,Southeast,1125478400.0,305200000.0,24490483.0,,,366728840.0
450,Texas,2013,6351228175,7827360868,309652535.0,6257233739,6032004031.0,0.0359950926231493,4297132872,0.407142657667532,10554366611,0.407142657667532,1019173,5846763788.0,225229708.0,0.0,1431832574.0,0.0,1026507.0,Southwest,5846763788.0,61443674.0,443020713.0,,,309652535.0
451,Utah,2013,748759000,748759000,13383000.0,663684400,650577100.0,0.0197492965029764,619075717,0.482612227177624,1282760117,0.482612227177624,123851,735032300.0,13107300.0,0.0,79008044.0,0.0,124697.0,Rocky Mountain,735032300.0,13726700.0,0.0,,,13383000.0
452,Vermont,2013,89340755,89340755,19619154.0,63546419,54774383.0,0.138041389869664,315870080,0.856141647657858,368946051,0.856141647657858,21279,86363862.0,8772036.0,4805177.0,116612123.0,10470448.0,21723.0,New England,86363862.0,0.0,2976893.0,,,19619154.0
